StudentID,Name,Major,GPA,EnrollmentDate
101254,Budi,Business,2.59,2019-01-06
101255,Ari,Computer Science,2.52,2022-10-09
101256,Dina,Business,3.85,2018-02-01
101257,Budi,Engineering,3.57,2018-05-25
101258,Dina,Computer Science,2.32,2019-07-27
101259,Ari,Business,2.66,2019-01-11
101260,Budi,Business,2.26,2019-12-05
101261,Budi,Business,3.59,2020-05-23
101262,Eka,Business,3.37,2020-02-06
101263,Ari,Computer Science,2.66,2022-02-02
101264,Cici,Business,2.77,2020-12-05
101265,Eka,Business,3.3,2022-06-21
101266,Dina,Business,3.1,2021-07-16
101267,Eka,Law,3.36,2019-09-14
101268,Eka,Law,2.88,2019-01-04
101269,Cici,Law,2.62,2019-02-15
101270,Dina,Engineering,2.51,2019-12-14
101271,Eka,Computer Science,3.49,2020-05-18
101272,Dina,Computer Science,3.06,2020-12-10
101273,Budi,Business,2.28,2019-05-30
101274,Ari,Engineering,3.31,2021-01-31
101275,Dina,Engineering,3.52,2021-07-29
101276,Ari,Engineering,2.21,2020-09-14
101277,Eka,Business,2.1,2021-06-17
101278,Cici,Business,2.88,2020-07-13
101279,Cici,Business,2.96,2021-09-16
101280,Eka,Business,2.71,2021-09-29
101281,Budi,Business,2.22,2018-10-23
101282,Budi,Computer Science,3.77,2020-08-18
101283,Eka,Law,2.87,2020-10-06
101284,Dina,Business,3.5,2022-04-17
101285,Eka,Computer Science,3.67,2019-07-04
101286,Ari,Computer Science,3.15,2020-08-12
101287,Ari,Computer Science,3.34,2022-05-26
101288,Cici,Law,2.04,2022-05-18
101289,Dina,Business,2.21,2018-04-19
101290,Ari,Computer Science,3.21,2020-08-26
101291,Eka,Business,3.15,2022-10-09
101292,Cici,Computer Science,2.37,2021-05-24
101293,Budi,Law,3.56,2021-08-24
101294,Cici,Computer Science,3.92,2020-06-29
101295,Cici,Engineering,2.22,2020-04-26
101296,Dina,Computer Science,2.19,2020-03-14
101297,Cici,Business,2.36,2021-01-15
101298,Ari,Engineering,3.93,2022-04-27
101299,Dina,Engineering,2.64,2019-11-13
101300,Budi,Engineering,3.25,2020-07-31
101301,Cici,Law,3.66,2020-04-16
101302,Eka,Business,2.18,2022-04-04
101303,Dina,Business,2.08,2022-01-20
101304,Eka,Business,3.97,2022-01-05
101305,Eka,Computer Science,2.41,2021-06-11
101306,Cici,Engineering,3.63,2020-12-19
101307,Dina,Business,3.11,2022-11-09
101308,Dina,Engineering,2.02,2022-03-20
101309,Ari,Law,3.97,2019-04-05
101310,Dina,Computer Science,2.32,2020-06-03
101311,Cici,Computer Science,3.31,2022-12-26
101312,Cici,Law,3.27,2022-09-11
101313,Ari,Computer Science,3.11,2019-06-13
101314,Cici,Computer Science,3.98,2022-04-10
101315,Ari,Business,2.24,2022-12-03
101316,Ari,Business,3.57,2018-07-08
101317,Dina,Business,2.52,2019-03-31
101318,Budi,Computer Science,3.17,2019-09-04
101319,Ari,Business,2.9,2020-03-08
101320,Budi,Law,2.28,2021-04-13
101321,Eka,Computer Science,2.34,2020-05-14
101322,Eka,Engineering,3.85,2021-07-14
101323,Budi,Law,2.35,2021-08-24
101324,Budi,Engineering,3.13,2020-03-01
101325,Cici,Computer Science,3.78,2022-06-28
101326,Cici,Engineering,2.63,2019-08-23
101327,Ari,Computer Science,2.9,2020-02-02
101328,Cici,Law,2.73,2019-02-01
101329,Eka,Computer Science,3.22,2022-12-18
101330,Budi,Law,3.73,2019-11-08
101331,Eka,Computer Science,3.23,2020-07-19
101332,Ari,Computer Science,3.78,2019-04-17
101333,Ari,Computer Science,2.35,2021-11-28
101334,Ari,Business,2.21,2018-02-25
101335,Dina,Business,2.35,2021-03-07
101336,Dina,Engineering,3.66,2018-12-02
101337,Ari,Law,2.8,2019-10-12
101338,Dina,Law,3.08,2018-02-25
101339,Budi,Engineering,2.34,2018-10-29
101340,Eka,Business,3.96,2021-02-26
101341,Cici,Engineering,2.55,2022-11-09
101342,Dina,Computer Science,3.11,2022-10-13
101343,Budi,Computer Science,2.82,2021-11-13
101344,Budi,Business,2.01,2021-10-31
101345,Budi,Business,2.47,2018-11-14
101346,Cici,Business,2.41,2022-09-26
101347,Ari,Law,3.37,2020-11-22
101348,Budi,Law,3.73,2019-01-09
101349,Budi,Computer Science,3.2,2020-07-27
101350,Eka,Law,2.8,2022-03-21
101351,Ari,Engineering,3.96,2018-06-16
101352,Ari,Law,2.89,2022-09-02
101353,Cici,Engineering,3.5,2019-01-27
101354,Cici,Business,3.83,2020-08-28
101355,Budi,Business,3.46,2020-12-30
101356,Budi,Engineering,3.85,2022-02-06
101357,Ari,Computer Science,3.13,2018-06-02
101358,Budi,Engineering,2.02,2021-12-18
101359,Dina,Business,3.33,2020-05-04
101360,Eka,Business,2.52,2020-04-28
101361,Budi,Computer Science,3.56,2021-07-11
101362,Cici,Business,3.02,2022-01-09
101363,Ari,Business,2.15,2022-07-12
101364,Ari,Business,2.05,2019-12-18
101365,Dina,Law,3.79,2018-09-09
101366,Eka,Law,3.74,2018-07-14
101367,Ari,Business,2.98,2020-12-04
101368,Eka,Engineering,2.93,2018-06-17
101369,Eka,Computer Science,2.31,2020-12-26
101370,Eka,Law,2.68,2019-06-15
101371,Budi,Business,3.72,2022-11-04
101372,Ari,Computer Science,3.23,2020-04-27
101373,Cici,Engineering,3.16,2020-05-07
101374,Dina,Business,2.3,2020-04-12
101375,Cici,Business,2.82,2018-01-22
101376,Budi,Computer Science,3.89,2020-07-25
101377,Eka,Business,2.61,2022-05-07
101378,Cici,Engineering,3.29,2021-10-29
101379,Budi,Law,2.7,2019-02-02
101380,Ari,Business,2.08,2018-07-03
101381,Eka,Business,2.54,2020-06-24
101382,Cici,Business,2.28,2018-08-18
101383,Budi,Computer Science,3.69,2022-08-13
101384,Eka,Law,2.53,2020-04-27
101385,Dina,Law,2.97,2018-02-24
101386,Eka,Engineering,3.75,2021-01-13
101387,Budi,Business,3.63,2020-01-01
101388,Cici,Law,3.17,2022-08-12
101389,Eka,Law,2.12,2018-02-07
101390,Dina,Computer Science,2.43,2021-06-20
101391,Budi,Law,3.47,2022-06-26
101392,Cici,Law,3.81,2022-05-29
101393,Cici,Law,3.86,2020-05-16
101394,Ari,Law,3.22,2022-03-19
101395,Budi,Engineering,3.86,2021-11-14
101396,Dina,Computer Science,2.89,2020-03-14
101397,Ari,Engineering,3.62,2020-05-21
101398,Cici,Business,2.03,2020-02-29
101399,Cici,Law,2.25,2022-07-07
101400,Eka,Business,,2022-08-12
101401,Cici,Computer Science,2.84,2018-02-06
101402,Dina,Law,3.41,2020-08-20
101403,Budi,Law,2.28,2018-12-06
101404,Eka,Computer Science,2.23,2020-08-05
101405,Budi,Business,3.06,2022-01-07
101406,Eka,Computer Science,2.47,2022-11-26
101407,Eka,Computer Science,3.72,2022-02-23
101408,Budi,Law,2.24,2018-12-08
101409,Budi,Engineering,3.74,2022-09-12
101410,Dina,Law,2.67,2021-02-02
101411,Cici,Business,2.62,2021-12-02
101412,Dina,Computer Science,3.75,2021-12-19
101413,Budi,Engineering,3.39,2020-07-20
101414,Cici,Law,3.86,2019-02-23
101415,Ari,Law,2.91,2022-11-05
101416,Dina,Business,3.52,2020-04-20
101417,Cici,Business,3.7,2020-03-01
101418,Cici,Computer Science,2.67,2022-04-13
101419,Eka,Engineering,2.39,2019-11-30
101420,Dina,Business,3.1,2018-10-14
101421,Dina,Engineering,3.84,2020-10-10
101422,Ari,Engineering,2.47,2022-12-11
101423,Dina,Law,3.42,2022-06-06
101424,Eka,Business,2.59,2019-05-24
101425,Budi,Law,3.45,2021-08-31
101426,Dina,Business,2.01,2022-05-19
101427,Budi,Law,2.33,2020-12-16
101428,Eka,Business,3.11,2020-12-31
101429,Ari,Law,2.56,2022-10-27
101430,Eka,Computer Science,2.75,2022-01-05
101431,Dina,Law,2.63,2018-12-31
101432,Cici,Business,3.92,2021-11-30
101433,Cici,Business,3.97,2018-02-14
101434,Cici,Engineering,3.5,2020-02-24
101435,Eka,Computer Science,3.86,2020-11-22
101436,Eka,Computer Science,3.89,2019-10-14
101437,Budi,Engineering,2.04,2018-02-19
101438,Cici,Engineering,3.46,2018-03-07
101439,Ari,Engineering,3.74,2019-03-04
101440,Eka,Business,2.98,2018-04-23
101441,Cici,Computer Science,2.93,2019-12-24
101442,Cici,Business,3.52,2020-09-06
101443,Dina,Computer Science,2.68,2022-04-19
101444,Cici,Business,2.62,2020-06-11
101445,Budi,Law,3.81,2018-07-25
101446,Budi,Business,3.77,2020-11-09
101447,Budi,Law,3.61,2022-08-12
101448,Cici,Law,2.64,2021-06-06
101449,Dina,Business,3.16,2020-08-14
101450,Ari,Engineering,3.45,2019-05-05
101451,Budi,Engineering,2.69,2021-08-10
101452,Cici,Computer Science,3.24,2022-05-10
101453,Eka,Computer Science,3.26,2018-01-21
101454,Budi,Engineering,3.2,2018-01-07
101455,Cici,Computer Science,2.96,2020-01-15
101456,Budi,Business,3.63,2019-03-30
101457,Dina,Business,2.76,2020-02-27
101458,Budi,Business,3.21,2022-07-15
101459,Cici,Business,2.01,2018-06-03
101460,Cici,Business,2.42,2021-04-13
101461,Cici,Business,2.06,2022-09-05
101462,Cici,Business,3.93,2018-02-24
101463,Cici,Business,2.27,2018-06-27
101464,Eka,Engineering,2.47,2022-10-16
101465,Budi,Engineering,3.44,2021-05-21
101466,Dina,Engineering,3.63,2019-09-24
101467,Ari,Business,2.64,2022-08-21
101468,Cici,Computer Science,3.49,2021-04-12
101469,Ari,Engineering,2.46,2020-03-25
101470,Dina,Law,2.13,2022-02-06
101471,Eka,Engineering,2.32,2019-01-04
101472,Cici,Computer Science,3.72,2018-11-26
101473,Budi,Computer Science,3.8,2019-06-27
101474,Eka,Computer Science,2.48,2022-12-22
101475,Cici,Law,3.69,2022-10-10
101476,Eka,Business,3.13,2018-04-26
101477,Ari,Engineering,3.3,2019-11-22
101478,Budi,Business,2.49,2021-06-16
101479,Cici,Law,3.91,2022-01-20
101480,Budi,Business,3.87,2021-06-03
101481,Eka,Business,3.36,2018-11-22
101482,Ari,Engineering,2.7,2021-05-11
101483,Eka,Engineering,2.4,2020-12-28
101484,Ari,Engineering,2.52,2022-11-05
101485,Cici,Engineering,3.06,2019-07-08
101486,Dina,Law,2.87,2021-11-15
101487,Cici,Engineering,3.4,2019-01-24
101488,Ari,Computer Science,3.82,2019-07-16
101489,Dina,Computer Science,3.17,2020-06-04
101490,Ari,Computer Science,3.25,2022-03-18
101491,Cici,Engineering,2.03,2019-12-29
101492,Ari,Law,3.46,2021-09-09
101493,Dina,Law,3.56,2021-08-21
101494,Dina,Business,3.55,2018-09-15
101495,Eka,Law,3.71,2021-09-12
101496,Budi,Business,3.07,2020-08-07
101497,Dina,Business,3.71,2019-03-26
101498,Eka,Computer Science,3.8,2020-05-02
101499,Budi,Computer Science,2.33,2019-05-17
101500,Eka,Business,3.41,2022-11-26
101501,Eka,Engineering,3.11,2020-04-01
101502,Eka,Computer Science,2.3,2020-10-25
101503,Ari,Business,3.76,2019-06-29
101504,Budi,Engineering,3.48,2022-11-06
101505,Ari,Computer Science,2.61,2018-10-02
101506,Eka,Computer Science,3.99,2022-02-23
101507,Budi,Business,3.54,2022-01-19
101508,Cici,Business,2.9,2022-12-02
101509,Budi,Business,3.5,2022-02-05
101510,Eka,Computer Science,2.85,2019-08-02
101511,Eka,Law,3.84,2021-11-17
101512,Dina,Business,3.3,2018-11-15
101513,Ari,Law,2.02,2020-11-26
101514,Cici,Business,3.45,2020-05-02
101515,Dina,Business,2.69,2019-07-05
101516,Budi,Computer Science,3.68,2018-04-30
101517,Ari,Computer Science,3.97,2018-12-07
101518,Eka,Business,3.98,2020-05-06
101519,Dina,Computer Science,3.89,2020-02-03
101520,Budi,Law,3.0,2019-02-14
101521,Budi,Engineering,2.49,2020-05-16
101522,Ari,Engineering,2.22,2020-01-11
101523,Budi,Law,2.29,2020-03-08
101524,Cici,Business,3.17,2021-02-19
101525,Eka,Engineering,3.75,2020-12-06
101526,Ari,Business,3.76,2021-11-07
101527,Eka,Engineering,3.19,2018-04-10
101528,Dina,Computer Science,2.03,2018-12-07
101529,Eka,Law,2.14,2020-03-12
101530,Cici,Engineering,2.39,2020-06-10
101531,Dina,Law,2.2,2020-09-15
101532,Budi,Computer Science,3.62,2022-10-12
101533,Ari,Computer Science,2.44,2018-09-08
101534,Cici,Law,2.58,2020-11-08
101535,Cici,Law,2.5,2022-03-24
101536,Dina,Business,3.83,2018-01-04
101537,Eka,Business,3.62,2019-11-07
101538,Eka,Business,2.95,2019-05-14
101539,Eka,Business,2.16,2021-07-26
101540,Cici,Business,2.98,2021-04-13
101541,Cici,Law,3.05,2020-10-20
101542,Dina,Law,3.58,2022-12-07
101543,Cici,Engineering,2.19,2018-02-08
101544,Dina,Computer Science,3.34,2018-08-11
101545,Cici,Computer Science,2.13,2022-10-27
101546,Budi,Business,2.61,2020-01-24
101547,Ari,Computer Science,3.91,2019-04-19
101548,Cici,Law,3.59,2019-11-19
101549,Budi,Computer Science,3.69,2022-04-24
101550,Cici,Computer Science,2.37,2019-03-28
101551,Ari,Computer Science,2.25,2019-12-11
101552,Cici,Law,3.62,2022-02-25
101553,Dina,Engineering,2.34,2018-09-24
101554,Dina,Law,2.03,2019-11-13
101555,Ari,Computer Science,3.41,2020-12-18
101556,Ari,Engineering,3.56,2018-12-17
101557,Budi,Computer Science,3.93,2020-02-10
101558,Eka,Engineering,3.62,2020-12-08
101559,Dina,Business,2.45,2020-09-14
101560,Eka,Law,3.64,2019-12-30
101561,Cici,Engineering,3.71,2018-02-07
101562,Budi,Computer Science,3.32,2019-04-19
101563,Dina,Business,3.77,2021-04-21
101564,Dina,Engineering,2.85,2020-08-19
101565,Eka,Law,3.37,2021-11-19
101566,Dina,Engineering,3.11,2021-02-13
101567,Dina,Business,2.65,2021-06-04
101568,Eka,Business,2.22,2021-08-11
101569,Ari,Computer Science,2.92,2019-12-10
101570,Budi,Law,2.15,2021-12-12
101571,Budi,Computer Science,2.58,2020-06-28
101572,Ari,Business,3.25,2022-06-20
101573,Dina,Computer Science,2.79,2020-06-03
101574,Ari,Business,2.08,2022-12-23
101575,Ari,Law,2.62,2021-07-24
101576,Budi,Business,3.02,2022-07-17
101577,Budi,Engineering,2.89,2021-06-28
101578,Cici,Engineering,3.81,2021-12-18
101579,Budi,Law,2.47,2020-08-04
101580,Budi,Engineering,3.2,2018-11-15
101581,Dina,Business,3.87,2020-12-11
101582,Dina,Engineering,2.76,2022-11-17
101583,Ari,Law,2.73,2021-10-12
101584,Cici,Law,2.1,2020-08-22
101585,Eka,Computer Science,3.0,2018-10-12
101586,Eka,Business,3.88,2022-10-10
101587,Dina,Law,2.24,2018-12-30
101588,Dina,Law,2.65,2019-12-06
101589,Dina,Computer Science,3.39,2020-03-22
101590,Dina,Computer Science,2.84,2019-07-16
101591,Eka,Business,3.87,2022-01-24
101592,Ari,Business,2.18,2018-06-21
101593,Cici,Law,2.05,2022-08-16
101594,Eka,Business,3.17,2021-12-08
101595,Dina,Law,3.31,2020-05-10
101596,Budi,Computer Science,3.01,2020-06-04
101597,Eka,Computer Science,3.82,2022-06-25
101598,Cici,Business,3.03,2018-08-21
101599,Dina,Business,3.08,2018-04-05
101600,Budi,Business,,2022-03-15
101601,Cici,Business,3.4,2021-04-12
101602,Budi,Engineering,3.4,2020-09-28
101603,Ari,Business,2.35,2020-01-04
101604,Dina,Business,2.56,2022-10-30
101605,Budi,Computer Science,3.54,2022-02-06
101606,Dina,Business,3.75,2020-01-27
101607,Ari,Business,3.06,2018-05-17
101608,Cici,Engineering,3.99,2020-06-28
101609,Ari,Business,3.44,2020-07-29
101610,Budi,Law,3.7,2022-06-04
101611,Dina,Law,2.22,2020-02-24
101612,Dina,Computer Science,2.59,2020-12-22
101613,Cici,Engineering,3.28,2021-07-30
101614,Eka,Law,3.17,2019-07-13
101615,Budi,Computer Science,2.72,2021-09-22
101616,Cici,Law,4.0,2022-09-26
101617,Budi,Law,2.03,2018-06-02
101618,Budi,Computer Science,2.54,2020-02-13
101619,Ari,Computer Science,2.22,2019-07-26
101620,Cici,Engineering,2.36,2021-02-28
101621,Ari,Engineering,3.3,2019-10-13
101622,Eka,Law,2.73,2019-05-04
101623,Ari,Law,2.4,2022-03-27
101624,Ari,Engineering,3.73,2022-05-11
101625,Budi,Computer Science,3.38,2020-07-18
101626,Dina,Business,2.28,2018-06-09
101627,Cici,Engineering,3.19,2020-03-03
101628,Budi,Computer Science,3.72,2020-02-18
101629,Budi,Computer Science,2.04,2018-08-31
101630,Cici,Engineering,2.95,2018-07-25
101631,Cici,Engineering,3.37,2020-10-01
101632,Eka,Engineering,3.83,2020-04-19
101633,Eka,Engineering,3.16,2020-05-02
101634,Budi,Engineering,2.44,2019-07-26
101635,Cici,Engineering,2.55,2020-01-06
101636,Eka,Law,3.0,2020-07-07
101637,Eka,Engineering,2.42,2018-03-22
101638,Dina,Engineering,2.52,2020-11-13
101639,Budi,Business,3.14,2019-01-12
101640,Ari,Business,3.43,2018-10-04
101641,Eka,Computer Science,2.19,2020-01-02
101642,Dina,Business,3.74,2021-08-03
101643,Ari,Business,2.32,2019-05-07
101644,Budi,Law,3.64,2019-05-31
101645,Eka,Computer Science,3.99,2018-03-09
101646,Eka,Law,3.24,2019-11-27
101647,Dina,Computer Science,3.75,2018-08-12
101648,Ari,Business,3.91,2022-08-14
101649,Dina,Law,2.29,2022-03-16
101650,Dina,Computer Science,2.92,2021-06-16
101651,Cici,Computer Science,3.54,2021-11-19
101652,Dina,Business,2.17,2018-05-01
101653,Dina,Engineering,2.34,2020-06-22
101654,Budi,Law,3.13,2021-11-06
101655,Eka,Business,3.63,2018-09-29
101656,Ari,Computer Science,2.44,2018-07-20
101657,Cici,Business,2.38,2019-06-26
101658,Budi,Business,2.62,2019-05-24
101659,Cici,Computer Science,2.83,2018-01-31
101660,Dina,Computer Science,2.53,2019-08-20
101661,Budi,Computer Science,2.17,2020-03-13
101662,Eka,Law,3.59,2022-11-22
101663,Cici,Law,2.94,2022-04-28
101664,Dina,Law,2.49,2020-08-04
101665,Eka,Engineering,3.6,2018-07-21
101666,Ari,Law,3.4,2021-12-16
101667,Budi,Engineering,3.16,2018-01-07
101668,Dina,Engineering,2.39,2021-09-03
101669,Dina,Computer Science,3.06,2018-08-05
101670,Cici,Law,2.02,2022-08-24
101671,Cici,Business,3.99,2018-07-02
101672,Eka,Business,2.65,2022-05-18
101673,Eka,Engineering,2.1,2019-06-02
101674,Ari,Computer Science,2.62,2020-10-10
101675,Cici,Business,2.11,2018-04-11
101676,Eka,Law,3.3,2022-06-15
101677,Budi,Engineering,3.52,2022-11-10
101678,Budi,Law,3.26,2022-12-17
101679,Eka,Engineering,2.96,2021-01-24
101680,Dina,Engineering,2.38,2022-01-01
101681,Cici,Law,2.04,2018-03-12
101682,Dina,Business,2.73,2022-05-31
101683,Eka,Law,2.32,2019-08-05
101684,Eka,Law,2.52,2018-10-05
101685,Dina,Law,3.02,2018-11-03
101686,Cici,Computer Science,3.23,2022-05-27
101687,Ari,Engineering,3.35,2022-07-25
101688,Dina,Law,2.13,2018-10-19
101689,Eka,Business,2.73,2019-05-20
101690,Dina,Computer Science,3.9,2018-12-26
101691,Dina,Business,2.6,2018-07-24
101692,Dina,Computer Science,2.07,2021-08-27
101693,Ari,Business,3.24,2020-08-22
101694,Eka,Business,2.72,2020-09-13
101695,Cici,Computer Science,2.82,2018-07-09
101696,Ari,Law,2.22,2020-02-12
101697,Dina,Engineering,3.09,2019-04-21
101698,Eka,Computer Science,2.66,2018-08-20
101699,Ari,Computer Science,2.13,2021-08-15
101700,Budi,Engineering,2.58,2022-03-31
101701,Cici,Computer Science,2.99,2018-05-26
101702,Eka,Engineering,2.71,2021-07-05
101703,Eka,Computer Science,2.0,2019-10-16
101704,Ari,Engineering,3.2,2020-07-21
101705,Eka,Computer Science,3.04,2021-11-08
101706,Ari,Law,3.94,2020-12-01
101707,Cici,Law,3.1,2022-08-18
101708,Cici,Engineering,3.16,2018-10-04
101709,Eka,Engineering,3.84,2022-11-05
101710,Eka,Business,3.46,2020-06-11
101711,Cici,Engineering,3.5,2022-06-05
101712,Dina,Computer Science,2.82,2022-01-10
101713,Budi,Business,2.98,2018-10-30
101714,Ari,Business,2.62,2020-06-25
101715,Ari,Engineering,2.82,2018-04-23
101716,Budi,Computer Science,2.96,2020-08-02
101717,Budi,Engineering,3.75,2022-09-02
101718,Ari,Business,3.77,2022-03-02
101719,Dina,Engineering,2.46,2019-08-24
101720,Dina,Law,3.89,2022-09-26
101721,Cici,Business,2.87,2022-10-05
101722,Eka,Law,3.99,2022-07-18
101723,Eka,Business,2.2,2019-06-24
101724,Dina,Law,3.48,2018-02-28
101725,Cici,Law,2.82,2018-01-14
101726,Eka,Computer Science,3.26,2018-02-18
101727,Dina,Law,2.53,2022-12-31
101728,Eka,Engineering,3.89,2021-02-16
101729,Budi,Computer Science,2.66,2018-02-07
101730,Ari,Business,2.28,2022-12-05
101731,Dina,Computer Science,3.16,2021-02-16
101732,Eka,Computer Science,2.77,2018-06-28
101733,Ari,Engineering,3.64,2019-11-13
101734,Ari,Business,3.11,2018-11-25
101735,Ari,Law,2.14,2020-10-01
101736,Eka,Business,2.48,2018-05-04
101737,Cici,Business,3.45,2022-12-13
101738,Eka,Computer Science,3.56,2018-12-12
101739,Cici,Business,3.13,2018-01-29
101740,Budi,Law,2.01,2022-07-01
101741,Eka,Computer Science,3.55,2022-08-01
101742,Cici,Computer Science,3.6,2022-05-28
101743,Dina,Business,2.29,2022-10-06
101744,Budi,Engineering,2.62,2018-12-28
101745,Eka,Computer Science,2.91,2018-07-10
101746,Cici,Engineering,3.46,2021-07-01
101747,Dina,Law,2.33,2019-05-31
101748,Eka,Engineering,2.0,2019-10-06
101749,Cici,Law,2.27,2021-10-06
101750,Cici,Business,3.51,2022-02-20
101751,Budi,Business,3.02,2019-09-14
101752,Budi,Engineering,3.35,2021-03-28
101753,Cici,Business,2.38,2018-04-17
101754,Budi,Computer Science,2.68,2022-02-08
101755,Ari,Engineering,3.07,2022-05-31
101756,Cici,Business,2.88,2021-05-23
101757,Eka,Business,3.97,2020-10-09
101758,Dina,Engineering,2.34,2021-02-02
101759,Cici,Computer Science,3.95,2018-11-13
101760,Cici,Computer Science,3.58,2019-02-21
101761,Budi,Engineering,3.89,2021-06-09
101762,Ari,Law,2.66,2021-11-21
101763,Budi,Law,2.45,2021-05-04
101764,Cici,Computer Science,3.94,2019-08-10
101765,Ari,Law,2.35,2020-03-08
101766,Eka,Law,2.76,2018-10-15
101767,Cici,Business,3.24,2022-04-15
101768,Ari,Engineering,2.46,2018-03-24
101769,Eka,Business,3.8,2018-01-09
101770,Eka,Engineering,2.64,2020-04-02
101771,Ari,Engineering,3.97,2019-07-27
101772,Cici,Engineering,3.06,2021-03-24
101773,Budi,Law,2.7,2021-07-06
101774,Ari,Business,3.89,2022-01-21
101775,Eka,Business,2.98,2022-12-16
101776,Budi,Computer Science,2.16,2019-10-23
101777,Dina,Business,2.07,2018-05-06
101778,Eka,Business,3.03,2018-10-22
101779,Dina,Law,2.34,2019-09-30
101780,Dina,Computer Science,3.32,2021-03-10
101781,Ari,Engineering,3.22,2019-04-22
101782,Cici,Business,3.26,2021-02-25
101783,Budi,Engineering,3.28,2020-04-15
101784,Dina,Business,3.1,2019-01-26
101785,Ari,Business,3.97,2018-12-02
101786,Dina,Engineering,3.52,2021-12-16
101787,Cici,Engineering,3.49,2022-07-23
101788,Dina,Computer Science,2.57,2022-03-30
101789,Cici,Business,3.35,2020-02-28
101790,Ari,Business,2.2,2021-03-30
101791,Ari,Business,3.35,2019-02-23
101792,Ari,Engineering,3.45,2019-07-21
101793,Budi,Engineering,2.03,2018-06-03
101794,Budi,Business,2.77,2021-03-18
101795,Eka,Law,2.16,2021-06-08
101796,Dina,Computer Science,2.31,2022-10-27
101797,Dina,Business,3.07,2019-07-26
101798,Eka,Law,2.64,2020-10-31
101799,Ari,Business,2.45,2020-09-19
101800,Ari,Business,,2020-11-05
101801,Ari,Engineering,2.02,2020-04-02
101802,Budi,Computer Science,2.05,2020-02-26
101803,Budi,Engineering,2.04,2018-04-27
101804,Eka,Business,3.66,2022-05-24
101805,Dina,Computer Science,2.77,2019-02-19
101806,Cici,Engineering,3.61,2019-01-29
101807,Dina,Computer Science,2.77,2019-09-11
101808,Dina,Law,2.6,2019-08-01
101809,Cici,Business,3.96,2021-03-13
101810,Eka,Computer Science,2.54,2022-08-29
101811,Eka,Computer Science,3.93,2021-05-12
101812,Dina,Computer Science,3.72,2021-09-12
101813,Dina,Business,3.19,2018-09-22
101814,Cici,Engineering,3.19,2020-08-23
101815,Ari,Computer Science,3.92,2018-10-07
101816,Eka,Computer Science,2.14,2020-04-22
101817,Dina,Engineering,2.53,2019-05-31
101818,Eka,Computer Science,3.29,2018-07-10
101819,Budi,Law,3.3,2021-07-15
101820,Ari,Business,2.95,2022-04-11
101821,Cici,Law,2.89,2022-07-13
101822,Ari,Law,3.5,2022-09-19
101823,Eka,Engineering,3.23,2022-07-10
101824,Dina,Engineering,3.44,2018-05-15
101825,Cici,Computer Science,2.36,2019-02-01
101826,Ari,Business,2.08,2018-07-25
101827,Budi,Law,3.28,2021-08-28
101828,Dina,Law,2.69,2022-10-04
101829,Budi,Engineering,3.05,2021-07-10
101830,Eka,Engineering,3.42,2022-09-28
101831,Ari,Computer Science,2.35,2019-11-25
101832,Cici,Law,2.86,2018-01-23
101833,Ari,Business,3.37,2022-09-11
101834,Dina,Business,2.85,2021-09-26
101835,Cici,Law,3.5,2021-05-06
101836,Eka,Engineering,2.02,2019-12-10
101837,Budi,Business,3.94,2020-11-04
101838,Cici,Business,3.52,2021-04-26
101839,Eka,Law,3.63,2021-04-12
101840,Eka,Computer Science,3.61,2021-08-19
101841,Eka,Computer Science,2.12,2019-04-29
101842,Ari,Law,2.44,2021-04-06
101843,Dina,Law,2.29,2021-10-02
101844,Cici,Engineering,3.17,2021-09-24
101845,Budi,Engineering,2.72,2020-10-09
101846,Eka,Law,3.51,2018-12-02
101847,Eka,Law,3.72,2022-11-04
101848,Ari,Computer Science,3.61,2022-03-04
101849,Cici,Business,2.23,2022-11-21
101850,Cici,Business,3.8,2018-04-17
101851,Cici,Business,3.12,2018-03-18
101852,Cici,Law,2.74,2020-11-11
101853,Cici,Engineering,2.13,2019-07-29
101854,Cici,Business,2.86,2020-09-20
101855,Cici,Engineering,3.18,2020-04-21
101856,Cici,Business,3.79,2021-05-04
101857,Cici,Computer Science,3.31,2020-03-29
101858,Budi,Computer Science,2.33,2021-07-27
101859,Ari,Computer Science,2.04,2020-07-15
101860,Dina,Computer Science,2.79,2021-01-19
101861,Budi,Computer Science,2.48,2019-12-01
101862,Eka,Engineering,3.9,2019-08-19
101863,Budi,Law,2.71,2018-05-16
101864,Dina,Computer Science,2.88,2020-03-19
101865,Eka,Engineering,2.88,2019-06-22
101866,Cici,Engineering,3.7,2019-09-09
101867,Cici,Business,3.18,2018-10-27
101868,Eka,Law,2.02,2019-09-25
101869,Eka,Law,2.97,2022-10-30
101870,Cici,Engineering,2.58,2019-01-05
101871,Cici,Business,3.92,2018-12-01
101872,Eka,Law,2.19,2022-04-05
101873,Cici,Business,2.55,2019-05-09
101874,Dina,Business,2.45,2022-04-27
101875,Eka,Computer Science,2.23,2019-04-29
101876,Cici,Business,2.15,2019-02-17
101877,Cici,Engineering,3.03,2022-06-12
101878,Cici,Computer Science,2.45,2022-05-27
101879,Cici,Law,3.33,2019-11-10
101880,Dina,Engineering,2.22,2020-06-24
101881,Ari,Law,2.23,2019-06-15
101882,Budi,Engineering,3.16,2019-07-10
101883,Ari,Business,2.86,2022-06-13
